TenantId,SourceSystem,TimeGenerated [Local Time],Computer,EventTime [Local Time],Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,CollectorHostName,Type,_ResourceId
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|end|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=146.184.162.249 dst=10.141.144.198 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=OUTBOUND ANYTHING GOES_dv1 suser= duser= app=ssl cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=DMZ cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/14 deviceOutboundInterface=ethernet1/13 cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=2544945 cnt=1 spt=65428 dpt=4726 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x10047a proto=tcp act=allow flexNumber1Label=Total bytes flexNumber1=33116 in=7883 out=25233 cn2Label=Packets cn2=48 PanOSPacketsReceived=26 PanOSPacketsSent=22 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=business-and-economy externalId=7243415354762420877 reason=tcp-fin PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=0793f208-30be-4eeb-b9bc-b55d1dcecace PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|end|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=146.184.162.29 dst=192.175.189.4 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=External DNS server_ca1 suser= duser= app=dns-base cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=DMZ cs5Label=Destination Zone cs5=EXTERNAL deviceInboundInterface=ethernet1/14 deviceOutboundInterface=ethernet1/15 cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=2842879 cnt=1 spt=8590 dpt=53 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x19 proto=udp act=allow flexNumber1Label=Total bytes flexNumber1=256 in=99 out=157 cn2Label=Packets cn2=2 PanOSPacketsReceived=1 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420878 reason=aged-out PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7d031f4a-0789-4371-93fc-b59c2c31b4fc PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=141.98.11.19 dst=146.184.174.143 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=58467 dpt=3652 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420879 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=104.156.155.37 dst=146.184.173.173 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=52670 dpt=2003 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420880 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=77.90.185.73 dst=146.184.173.195 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=55341 dpt=3558 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420881 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.667 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.667 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=77.90.185.73 dst=146.184.165.11 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=NONPCIDMZ deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=55341 dpt=62458 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420882 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.668 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.668 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=167.94.146.19 dst=146.184.174.236 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=38804 dpt=5195 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420883 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.706 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.706 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=104.156.155.37 dst=146.184.6.97 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=DMZ deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=52670 dpt=8899 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420884 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.706 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.706 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=104.156.155.37 dst=146.184.174.8 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=INTERNAL deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=52670 dpt=28017 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420885 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
8f9b4009-cada-4af0-8526-137c75e110bc,Linux,"11/17/2023, 5:13:47.706 AM",MVDMZPA1.cusa.canon.com,"11/17/2023, 5:13:47.706 AM",user,MVDMZPA1.cusa.canon.com,info,0|Palo Alto Networks|PAN-OS|10.2.4|drop|TRAFFIC|1|rt=Nov 17 2023 15:13:47 GMT deviceExternalId=024401001342 src=104.156.155.37 dst=146.184.165.152 sourceTranslatedAddress=0.0.0.0 destinationTranslatedAddress=0.0.0.0 cs1Label=Rule cs1=CleanUp suser= duser= app=not-applicable cs3Label=Virtual System cs3=vsys1 cs4Label=Source Zone cs4=EXTERNAL cs5Label=Destination Zone cs5=NONPCIDMZ deviceInboundInterface=ethernet1/15 deviceOutboundInterface= cs6Label=LogProfile cs6=NTTS_Log_Fwding cn1Label=SessionID cn1=0 cnt=1 spt=52670 dpt=8663 sourceTranslatedPort=0 destinationTranslatedPort=0 flexString1Label=Flags flexString1=0x0 proto=tcp act=drop flexNumber1Label=Total bytes flexNumber1=0 in=0 out=0 cn2Label=Packets cn2=1 PanOSPacketsReceived=0 PanOSPacketsSent=1 start=Nov 17 2023 15:13:47 GMT cn3Label=Elapsed time in seconds cn3=0 cs2Label=URL Category cs2=any externalId=7243415354762420886 reason=policy-deny PanOSDGl1=15 PanOSDGl2=18 PanOSDGl3=0 PanOSDGl4=0 PanOSVsysName= dvchost=MVDMZPA1 cat=from-policy PanOSActionFlags=0x8000000000000000 PanOSSrcUUID= PanOSDstUUID= PanOSTunnelID=0 PanOSMonitorTag= PanOSParentSessionID=0 PanOSParentStartTime= PanOSTunnelType=N/A PanOSSCTPAssocID=0 PanOSSCTPChunks=0 PanOSSCTPChunkSent=0 PanOSSCTPChunksRcv=0 PanOSRuleUUID=7c37b6a0-9bf8-43d5-883d-b72ec95cb8b3 PanOSHTTP2Con=0 PanLinkChange=0 PanPolicyID= PanLinkDetail= PanSDWANCluster= PanSDWANDevice= PanSDWANClustype= PanSDWANSite= PanDynamicUsrgrp= PanXFFIP= PanSrcDeviceCat= PanSrcDeviceProf= PanSrcDeviceModel= PanSrcDeviceVendor= PanSrcDeviceOS=,,Unknown IP,CEF,00000000-0000-0000-0000-000000000002,ntt-sentiNREAXM,Syslog,/subscriptions/a5c33a2e-26a5-4c03-9a6c-dbaefbe6bb28/resourcegroups/ntt-sentinel-workspace/providers/microsoft.compute/virtualmachines/ntt-sentinel-cusa-vmss_aa5d1a26
